product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
c9fe02894880831f6f28d5ac212d036f,construcao_ferramentas_seguranca,51.0,1006.0,3.0,314,20,19,18
3c883b9d3fd2d0ce448d4136349dc0a4,cama_mesa_banho,49.0,153.0,1.0,550,23,15,23
98d0e0ca6213edc063889593a2475e36,automotivo,55.0,978.0,1.0,13825,70,35,49
f2c1df0fc307ec60e3321c708c1dcac3,cama_mesa_banho,42.0,431.0,1.0,850,40,6,50
622d3b263cd40b06e1eeea144fb83f19,bebes,19.0,200.0,1.0,250,21,4,13
15cd31f93b25e5a517f05b1af31d353f,brinquedos,55.0,1475.0,1.0,400,20,20,20
cd7701670288642f7be9437dec9034c1,perfumaria,48.0,606.0,2.0,400,16,20,15
3519403062e217f433e0bbdc52e0b19f,consoles_games,25.0,211.0,1.0,200,16,2,16
37dffde0476450e75dae423136954b0f,automotivo,60.0,1023.0,5.0,250,20,20,20
d68bd4dedccc5545b1ff6629de8fb021,informatica_acessorios,53.0,813.0,4.0,1950,17,11,12
e4c0d69bafff0157f574aae9a147a8c1,moveis_decoracao,49.0,607.0,1.0,300,35,10,25
b6b4ab44d1f3c2a645abbda76af2a993,relogios_presentes,54.0,364.0,1.0,1050,30,45,11
d19d6968c8fa843da04bf9c9d23c312f,automotivo,53.0,1373.0,4.0,400,16,7,11
de984954e2e130136bcf8988bc973d90,instrumentos_musicais,40.0,234.0,1.0,1000,56,9,22
c6336fa91fbd87c359e44f5dca5a90ed,esporte_lazer,39.0,772.0,1.0,150,16,16,11
d10abea506594de1dd5ea21851f94062,beleza_saude,60.0,876.0,1.0,700,16,16,16
4bae12e58c9b828e1302a2cad437b80a,consoles_games,47.0,358.0,3.0,450,17,7,17
aba0932cedf32b2a7b6b832f11769613,beleza_saude,29.0,556.0,1.0,2000,30,12,16
f777c903946dd86fd00cd5b32ec3e907,construcao_ferramentas_construcao,57.0,954.0,4.0,21400,20,20,20
39e3b9b12cd0bf8ee681bbc1c130feb5,,,,,300,16,7,11
2e511b5741ab14e7f5294df6f1310b03,informatica_acessorios,52.0,2515.0,1.0,188,20,16,15
74f250adf8f41738ca96718232a41499,moveis_decoracao,56.0,646.0,1.0,300,16,30,20
f16ced867a24a244afefb5b867f337df,fashion_bolsas_e_acessorios,38.0,487.0,2.0,13600,26,60,40
1ce0e963805e3c170485768e8b09fe65,moveis_decoracao,50.0,1342.0,3.0,800,25,25,25
794de06c32a626a5692ff50e4985d36f,,,,,300,18,8,14
a530b23a71594d0d986a30359e207762,moveis_decoracao,49.0,600.0,2.0,1400,65,12,12
d294bd539d8c70342149beb38b767afc,relogios_presentes,50.0,295.0,1.0,650,13,11,12
fe9184887637170f6da65623475d6a66,construcao_ferramentas_construcao,37.0,2457.0,1.0,600,26,17,17
3da6f3c6c1ac8c36ff45b1a493a44e82,moveis_decoracao,58.0,1969.0,2.0,3000,69,11,11
8a4667ce8c036b0d54dd65a38298bfc0,malas_acessorios,45.0,224.0,1.0,950,46,10,33
26d114f0b4f14f5e3b3db0e211019777,moveis_decoracao,51.0,582.0,2.0,17400,42,35,42
ef22b718807d8b96162d9b021912f178,fashion_roupa_masculina,36.0,940.0,2.0,300,16,2,11
599e5320aef0c7dd9e3fed9b2f673d41,informatica_acessorios,52.0,1224.0,2.0,700,20,20,20
acfc0fd945c522a0d2266d45bcdd91c6,pet_shop,56.0,1545.0,2.0,625,21,16,17
2029248294c186017ecfc48cecd47bbd,ferramentas_jardim,44.0,586.0,3.0,3250,32,14,22
e8f22df5fa5b454907286aa61d6216a8,fashion_calcados,57.0,404.0,2.0,1500,22,12,33
4da06dee0a480b5d666886ea00b4d9b3,cama_mesa_banho,54.0,228.0,1.0,250,32,3,23
39d5f0edfbb6ee4d1c524dd620c0bc7a,ferramentas_jardim,41.0,198.0,1.0,425,31,6,12
185013b2b9237c14bd26a394d9fda023,climatizacao,56.0,1161.0,1.0,150,20,8,13
3d1e658dd7dc71b44b125bdd18236fb3,moveis_decoracao,56.0,2028.0,3.0,350,68,8,13
5e459bd31247ee46fa95b09556600a6a,fashion_calcados,44.0,284.0,12.0,300,29,7,16
bb31a27a0b24236c8ce7e0c6264c51ec,telefonia,49.0,276.0,12.0,100,19,3,11
99a5e7a2c16478ff3f0ea9c20eb2820f,automotivo,55.0,1658.0,3.0,550,16,21,18
8a2d3285de64b2117fbf83784acd09fc,automotivo,59.0,1250.0,1.0,250,16,27,15
fdac82e439dafa5f87a9547581532380,automotivo,60.0,1541.0,1.0,1000,26,40,20
b3f29e4bbae3c829f7c4231074c307ee,utilidades_domesticas,55.0,998.0,3.0,14850,35,102,35
115bc0865dc675638645e1ab5311e30c,bebes,46.0,726.0,3.0,850,42,25,15
e71ba6dc5ef4b3bada7ee8d17304d31e,consoles_games,56.0,3354.0,4.0,1850,28,14,19
062597771ee91356ea34084f28c03a4b,fashion_bolsas_e_acessorios,54.0,1399.0,1.0,300,16,2,11
8d51190d4e52d32e6abf3d0551501114,telefonia,61.0,212.0,1.0,200,19,4,11
10d43b23591dde746f32fe6a7beb5bfb,beleza_saude,46.0,803.0,1.0,150,22,3,15
b0cd550945da1de6eb9cb69595d540df,esporte_lazer,55.0,1392.0,1.0,900,16,16,16
e83ded7d97b96d338c4e72bb1ff7676c,ferramentas_jardim,52.0,497.0,1.0,1900,44,19,19
ce130b350f529a1d6288f927da7404ea,cama_mesa_banho,50.0,171.0,1.0,1450,45,10,15
c04b8195870068ff5c495f269a0bc993,livros_tecnicos,54.0,1162.0,1.0,1100,29,3,21
454157d7294823cc44ad21d4fe31474a,esporte_lazer,54.0,1241.0,5.0,200,16,11,11
f0737b524fe6b57f2ad4f174ce23a62c,esporte_lazer,43.0,1440.0,1.0,12600,20,10,20
bc4a074ab7a7ff14e98fa64671a79dc0,beleza_saude,21.0,1000.0,1.0,1450,25,25,16
6c3fc3c928cf7d57418923ffea326d9a,cool_stuff,49.0,733.0,3.0,800,42,25,15
dc582e9ac5036846acfeeb3093b17aa7,perfumaria,50.0,749.0,1.0,1300,22,14,14
e84fb20fe338824c220166d3cd562cbd,beleza_saude,45.0,802.0,1.0,150,22,3,15
3c2f792f1041177a81913a977431a99e,eletronicos,40.0,549.0,1.0,200,20,20,20
bcad5b050c241af2fdc24c51556b297c,ferramentas_jardim,60.0,1177.0,3.0,11450,23,43,35
0d8c64a12c0e49b2515674c031b965a1,moveis_decoracao,54.0,220.0,2.0,2200,20,20,20
e5d860a0fff2e94bd1a406456cc6c4b3,eletrodomesticos_2,38.0,2030.0,2.0,13200,66,19,67
eca26be90d3b3454dd69a13a05bdb46e,fashion_bolsas_e_acessorios,59.0,119.0,3.0,200,16,2,11
c4344f6de69a96da8febce3f885171f0,consoles_games,53.0,310.0,1.0,150,19,11,11
f092eaa771e3dca0bfeca32b5c9d5669,instrumentos_musicais,51.0,439.0,3.0,3350,30,30,30
debefa981200019b8c4a45d0176125a6,cama_mesa_banho,64.0,702.0,1.0,2200,42,11,36
d0877f0094337c414d23f5a3c7bad20c,moveis_escritorio,48.0,489.0,2.0,30000,50,50,30
4ed86bcb86407328452ac1c5b3b89d67,bebes,59.0,255.0,2.0,500,30,8,35
e117ca2a90cfd40b93450b0b60f834e4,cama_mesa_banho,51.0,487.0,1.0,1800,45,10,34
7af3e2da474486a3519b0cba9dea8ad9,,,,,200,22,14,14
4c303e0fd131aa3fe487c108b5aa8c06,artigos_de_festas,58.0,134.0,1.0,1300,70,11,11
63f7cd79973145c9e6bb11c5fd03e82e,fashion_bolsas_e_acessorios,51.0,372.0,2.0,150,16,9,11
a2bd2eae20998a24c22b110334928b02,malas_acessorios,39.0,278.0,1.0,700,19,48,35
55103cbbe0851d3a303a022cc4140628,malas_acessorios,32.0,1064.0,5.0,2900,40,55,30
f97d74310019b255120e4316f4515d74,fashion_bolsas_e_acessorios,34.0,426.0,4.0,200,16,9,11
3d649f0e12c7b5f9ec7e00f538cc13f3,beleza_saude,45.0,1886.0,1.0,300,16,18,16
9a5a361f3cd6c280f6bf4ffb6207c51e,papelaria,41.0,552.0,2.0,200,23,7,15
c354569eefd558bf201d0aedf35608ed,cama_mesa_banho,55.0,166.0,1.0,700,49,4,50
7f383ce1a13d3d90e3d6074557ee8deb,telefonia,52.0,819.0,4.0,200,17,13,16
f2a1b32f85cad59ff2a8444154ac25f0,climatizacao,51.0,2959.0,4.0,7800,105,10,40
5027a29c73fb3aa5e93eae6867c9a2e7,papelaria,53.0,500.0,2.0,550,16,4,11
457c5f8a59156ce6315753d8d788a16a,relogios_presentes,60.0,460.0,4.0,200,16,2,11
3eb0cd17f2bfe15716e113962806a5de,cama_mesa_banho,41.0,208.0,2.0,1000,30,7,24
76df076d70248fa44de6ed8c31a1a9b5,papelaria,52.0,219.0,1.0,1000,26,8,33
7683fe3e73bd7af6d0f6a6ed497cb04a,construcao_ferramentas_iluminacao,49.0,527.0,4.0,1450,60,5,30
e63e00cfcd91a5b34c13e2134671e842,moveis_escritorio,41.0,1071.0,1.0,5850,45,55,16
a77e6c93242ae050800cb3e5b98c2fcd,bebes,59.0,348.0,2.0,8300,45,25,45
a1e9b0d76a76ff474f4a4374fcfb8c42,esporte_lazer,28.0,663.0,1.0,1800,28,12,18
1dfb36d969d347f56f43590ec42c7b8c,esporte_lazer,50.0,1212.0,5.0,900,26,6,13
ae728f68e1fe806253238e93f2bfc324,esporte_lazer,57.0,1156.0,1.0,415,19,19,19
a1d17216996bf0cbba886f91bfd31c77,telefonia,51.0,1015.0,1.0,103,21,6,14
22776ebd2bfdf5f55499fd324862a673,automotivo,42.0,878.0,2.0,500,20,8,14
6b5af19067eeadc0f331687a79ca656b,papelaria,62.0,621.0,1.0,600,16,6,11
c72a1a8c3bbe15206d1880cedc7bd791,informatica_acessorios,59.0,1238.0,5.0,4750,18,22,30
f14aa2ba817ef24ccf7f99c0ccfab59a,relogios_presentes,37.0,610.0,1.0,263,18,15,16
f2d80346f1dd6986e9e6611db7b708aa,bebes,52.0,446.0,1.0,50,16,2,11
1f64ec386a6be322e71596931f5d2377,perfumaria,46.0,499.0,1.0,200,16,22,11
b97114b2893e68400ae867459b491bcd,cama_mesa_banho,44.0,331.0,1.0,360,36,6,26
ef6aa884e3493fd38cc8ee47d8d79d10,cool_stuff,47.0,1392.0,1.0,150,16,7,12
769cc5a32d4e6c7710013f35a73d45e9,esporte_lazer,61.0,211.0,4.0,1100,32,5,30
e24f73b7631ee3fbb2ab700a9acaa258,fashion_bolsas_e_acessorios,60.0,1118.0,6.0,2250,22,15,20
0417855683de23ba1e20e8a358a5ac7c,automotivo,59.0,633.0,5.0,1475,68,9,35
11dc4053871ff53ff79fb1fc7e6b160f,esporte_lazer,29.0,347.0,1.0,1600,100,7,11
8729e9bc4b7f0422448d80ed35ae329d,beleza_saude,51.0,1918.0,1.0,1650,25,30,20
eced39e6c33db4b865ea46d12dde67d8,brinquedos,59.0,3492.0,3.0,650,35,10,15
bad5bc36e62c12c840045474c6dbe021,utilidades_domesticas,22.0,663.0,1.0,900,21,34,34
afce90df29b9a0c1bfe5e1033f1197b1,telefonia,42.0,356.0,4.0,75,19,3,11
06efa56b8557e1efcb2c107f55d1a8dd,ferramentas_jardim,60.0,481.0,4.0,600,19,7,14
fa9cf28beaafe4f4bec59550f6c76481,moveis_decoracao,47.0,470.0,3.0,400,35,6,15
0bb7cb61f1957f79dac582ab66ccdc1f,utilidades_domesticas,45.0,561.0,2.0,553,18,9,15
ad19bca6e0f1919433d7e21d534ddb50,livros_interesse_geral,42.0,1109.0,1.0,900,18,25,16
334995514673fb6bae67885458b52984,utilidades_domesticas,37.0,261.0,2.0,250,25,25,25
95578be74a242e7a0eae084908bbb5f8,moveis_escritorio,38.0,2088.0,1.0,14900,58,28,58
288d91794eb2b14fed9ed5e469cb87c3,cama_mesa_banho,52.0,701.0,1.0,1100,16,10,16
f72379337062680ca5a2b7b0275913d8,moveis_decoracao,56.0,945.0,2.0,2050,30,22,18
24f9f99148480cd31288ed4e7d962e15,moveis_decoracao,58.0,1953.0,1.0,850,69,11,11
4c505e52bedf9651c08793647c925e65,cama_mesa_banho,58.0,744.0,1.0,350,16,10,16
77c0d362526797bf132aaf564b1e436d,ferramentas_jardim,45.0,616.0,3.0,1400,20,20,30
c23381297fa734ea441a15d723199fb5,informatica_acessorios,60.0,789.0,4.0,200,20,20,20
8b6a57fbcf171e0a44f97af7af858939,informatica_acessorios,18.0,389.0,2.0,617,17,14,17
78bd107dbc2f94f453c1bac8d2b4ede1,utilidades_domesticas,21.0,718.0,1.0,2600,16,41,41
ef76ea9ee88ad60b9680c7635f2baaa8,bebidas,57.0,497.0,1.0,200,20,9,14
c8a0fe4fb537a7864e6aca0477a6da9c,cama_mesa_banho,44.0,305.0,1.0,2000,49,16,39
6bb81626d06fafb4d7eab61ac9ed70c6,beleza_saude,42.0,167.0,2.0,266,20,8,18
9339df4b551cc289617ed742b9af7925,telefonia,54.0,409.0,1.0,200,19,4,11
09c3d39641970009c198caed304ccfc4,bebes,52.0,1659.0,1.0,300,68,7,13
7130a7cfbe3bb2f11f6524e0cec6eafe,pet_shop,59.0,140.0,1.0,300,16,16,16
76fffd0056ad48fbddac939c05e05cff,relogios_presentes,54.0,182.0,1.0,200,16,2,20
e05646078b508ff048d63d3af7775ca1,eletroportateis,58.0,613.0,1.0,1300,20,16,20
15571dce56ff7d152dab99a0bc8354d5,esporte_lazer,50.0,1530.0,4.0,482,18,11,16
c571bd52d56c393e52b38a593da5950f,cama_mesa_banho,54.0,223.0,1.0,550,16,10,16
2efbce46d36d9af306d4300db163b276,beleza_saude,48.0,762.0,1.0,270,16,16,15
a453b4ccccf554efba31d5ada5a59a60,telefonia,60.0,818.0,6.0,300,17,4,12
0d79e2972015716ede4fabeb5b60f8c6,market_place,50.0,257.0,3.0,2150,40,25,30
2068e3435a38f6a3cc95ba89a96378ab,automotivo,58.0,894.0,1.0,3300,35,20,20
28e410092e56a080e14595c053d0bbe8,perfumaria,45.0,416.0,1.0,200,16,16,16
c5c66926b3f964b8cf9e7dfb1150d13e,esporte_lazer,41.0,128.0,1.0,200,21,9,13
3488d2ce36e718097c1509444289ef7f,perfumaria,40.0,1176.0,1.0,514,18,12,15
a0ff95d002b9e836b60b47e97a200f93,casa_construcao,37.0,426.0,2.0,3100,38,28,28
068ceaa8a3d9d385cbf53d5335f89f80,utilidades_domesticas,42.0,395.0,1.0,1200,27,18,23
a7b42937ab954b0e03bcf6cc35209940,esporte_lazer,56.0,813.0,2.0,250,16,10,16
fea2f92877b647dc07ea8e3f4aa2cf3f,brinquedos,35.0,537.0,2.0,7400,45,29,53
b52e7c92200ed9874e77bc09b5ed4d40,la_cuisine,57.0,232.0,1.0,7600,55,15,55
a8bb7885faf316d9a5062d42d2b2fba4,esporte_lazer,50.0,844.0,1.0,875,40,26,20
63f52009dc3ddb733394e80183aed0f0,moveis_decoracao,58.0,1047.0,3.0,700,35,7,27
2de11f4242720888f88ebe396a8332f7,moveis_escritorio,58.0,869.0,2.0,900,17,10,15
62224b433a431310bf27129938ad9f64,esporte_lazer,28.0,733.0,6.0,700,49,12,27
b2083bcfc8768380dd0e31d612e96d08,cama_mesa_banho,53.0,628.0,2.0,1100,16,10,16
93719014f156d3fa9e0511cd0ab96315,cool_stuff,34.0,443.0,7.0,1150,28,10,25
f86faff2fff9d021e363dc81bfd16930,cool_stuff,53.0,304.0,1.0,900,25,10,25
629beb8e7317703dcc5f35b5463fd20e,,,,,1400,25,25,25
5563f6b699b362e1bd6a2e1e650f52bd,livros_tecnicos,60.0,1265.0,1.0,2050,29,5,21
7e437c1d65a7baab7e7ca6c9f4e98b84,beleza_saude,57.0,1571.0,1.0,2150,28,32,11
012dd0e1c1f14325ee35f06748329355,beleza_saude,58.0,1690.0,4.0,490,30,5,25
b72e63f4630dcaded1689b28efa4c583,brinquedos,59.0,1272.0,5.0,1000,30,13,30
e791e580a2421e4471aebb0629c705c1,informatica_acessorios,57.0,991.0,4.0,200,16,4,14
aeeb6146e21d11416d01b0e03c2de06e,utilidades_domesticas,31.0,580.0,2.0,500,19,13,20
e91f30f35875789d4b7d14610aa88c15,cama_mesa_banho,50.0,208.0,1.0,500,16,10,16
3a78f64aac654298e4b9aff32fc21818,,,,,4300,30,10,48
ff7ac89ca5b77d0fb5f8a65262d73956,perfumaria,46.0,483.0,1.0,1000,20,14,13
1684f99c7e0e67403e52a7783366870f,automotivo,60.0,651.0,5.0,4200,78,4,47
7715f7da32957a84ad267799121a90e2,perfumaria,60.0,773.0,1.0,350,16,11,11
ac1290e4432c1f2662b71ac47da47691,telefonia,43.0,533.0,2.0,125,19,3,11
b23cfa104a0f297458ecebea590a33d5,telefonia,46.0,660.0,2.0,100,19,3,11
5b488b474a4f2519b7826390b1873a58,utilidades_domesticas,60.0,1206.0,4.0,4100,51,31,31
ce8a29973a1fed3f8d22ea5514d9ea07,eletronicos,56.0,505.0,2.0,200,20,20,20
4c7d111494b1116a2bec5e2d940e3439,consoles_games,39.0,319.0,4.0,300,23,3,11
4803f125e17a7b5fc363202349fbf14f,utilidades_domesticas,55.0,871.0,7.0,8400,50,28,31
7db409a594f815ca2267b5383d139ee7,utilidades_domesticas,60.0,314.0,1.0,1550,46,10,35
8fec581a22f1e87d7e0f0a0da4626a82,utilidades_domesticas,17.0,395.0,1.0,600,17,17,18
2ac6c3f94b62b0d60ac5b907bdb42cd4,fashion_bolsas_e_acessorios,56.0,1410.0,1.0,200,16,2,20
ad0e74d7a7848008daa87492dff8db9f,automotivo,57.0,1631.0,3.0,500,16,21,18
65ded196f8f1dbea9916be9b6fcfa0b7,construcao_ferramentas_ferramentas,50.0,289.0,1.0,1250,22,17,20
a4944a8b60acfe399f15f45892bc5639,informatica_acessorios,52.0,260.0,1.0,667,27,19,20
a314a62cff3e5725f545fa263aed7a7b,cama_mesa_banho,48.0,120.0,1.0,300,40,4,30
f159439c5c382fae366d444e05c590c1,perfumaria,52.0,365.0,1.0,400,18,18,12
083178fd17a5d863811733e46fc529ef,esporte_lazer,38.0,256.0,3.0,450,25,25,25
8eed5d27f5b8c6248731efb4782f6141,automotivo,41.0,1510.0,1.0,2800,16,2,11
39fab2af0c4e38ee29c6b8e05c81f93a,moveis_decoracao,60.0,438.0,1.0,250,20,6,11
70c325280f670aee445babb3400cf804,moveis_decoracao,51.0,535.0,1.0,250,35,5,25
f3dadecca4b876a315481c79b8adcf16,pet_shop,50.0,365.0,3.0,300,24,12,12
bcb815bba008d89458e428078c0b9211,,,,,150,16,2,11
e3ace35fe59021565fa9989acfdf8f3a,moveis_decoracao,28.0,196.0,2.0,1000,35,25,25
f9f899bf492ac59cf645a6c93eb91e05,moveis_decoracao,29.0,764.0,1.0,6267,36,40,36
590d6cb76092faa04d717fe406c66f88,esporte_lazer,46.0,254.0,1.0,2653,53,15,36
f0e14d7b2230a53543506024021cc3ef,moveis_decoracao,58.0,2130.0,2.0,3000,69,11,11
c01cc7b6054e22d68972a35df1e0c249,automotivo,54.0,1636.0,1.0,8500,18,29,13
2ca9132c1c90ff5060c3ff9047904e5a,esporte_lazer,43.0,877.0,1.0,2120,26,25,25
2043cae78c8b731c405c7329a05154b2,eletroportateis,52.0,640.0,3.0,750,30,30,30
89904bec271974d069685a6568091c8a,beleza_saude,40.0,684.0,2.0,200,16,16,12
3bcf64d8d26d6e06bd568d27fe31d8e8,cama_mesa_banho,56.0,198.0,1.0,1650,35,20,30
47de5f36ace720b578ca1b30d0b45b8d,informatica_acessorios,53.0,192.0,1.0,900,26,13,21
97250c682244b5b6618aec504ceb9656,utilidades_domesticas,55.0,783.0,1.0,150,32,5,16
df1ff6c9a263464ba1ea7cd3de5e8633,utilidades_domesticas,52.0,202.0,1.0,800,31,5,21
603751cec205d947f27ef1ab32b7fb26,cool_stuff,22.0,683.0,3.0,700,20,20,20
17da5d80ea0eeabd565083183027d588,bebidas,59.0,879.0,1.0,700,20,20,20
b5d214651360e2d58e13b48ae69c6199,bebes,46.0,1654.0,6.0,10400,100,23,27
a2f4e28e50f60566eeb99f842ffc0fd9,instrumentos_musicais,57.0,374.0,1.0,5850,40,9,105
9d0a2db5144d569d5ce5375bb0f4de36,cama_mesa_banho,39.0,347.0,1.0,75,17,12,17
41ae9f1ae64408cbe2b980a3227f04b3,papelaria,55.0,1349.0,2.0,1000,27,10,20
8f9dc141063eb39ea09a9df984895c50,automotivo,45.0,764.0,4.0,1475,32,28,28
05d7deab2f99410d5fa21a75deaa1fad,fashion_bolsas_e_acessorios,52.0,1383.0,4.0,750,36,18,36
84a77e7e0bd4806ffd493e8a8c37737d,papelaria,52.0,145.0,10.0,3600,36,8,15
1fd78e3ef5fc49eddd84e82c035b682c,moveis_decoracao,42.0,461.0,3.0,2200,28,28,38
955821b9200f75f399d091f381821044,eletrodomesticos,47.0,82.0,1.0,150,20,13,15
32e12dbd1df2c2b6831ba26dc8325d1f,casa_construcao,58.0,247.0,1.0,1750,30,20,30
48aaba1523759485364bcd94f4d4c4f5,esporte_lazer,54.0,1162.0,4.0,1300,44,8,30
dd2ca29c9d0f93d3b1d28d7d7ee3025c,moveis_sala,24.0,356.0,2.0,7750,33,25,33
cc95f2435cc780a6992154d6a29ff226,utilidades_domesticas,46.0,616.0,1.0,3100,32,26,21
1c36a5285f7f3b1ed2637d7c528ce5ff,malas_acessorios,21.0,769.0,4.0,1600,55,37,30
d899300bb0834fde956e80ce7ca0c958,relogios_presentes,58.0,635.0,2.0,350,19,13,13
9f22d89800e8f59f79d50aa9d732f5e2,beleza_saude,50.0,355.0,1.0,888,18,17,18
7486c1fa8968fae4af4c32882f72dbe6,informatica_acessorios,39.0,160.0,3.0,150,16,4,14
80a96c144008b8446632f872d3b1a3ed,utilidades_domesticas,46.0,193.0,1.0,1025,25,23,25
46a44fef61c4835cb2cc8f39f0ce0752,utilidades_domesticas,63.0,261.0,2.0,250,20,9,12
d2fac83bdc41acb845baf953df64155a,cama_mesa_banho,56.0,509.0,4.0,450,45,15,35
dbb00dd9b017066946537423958bd4ea,beleza_saude,50.0,546.0,1.0,1000,16,12,13
b2cadfc2d6da74fba3a372470641ba61,utilidades_domesticas,26.0,201.0,1.0,400,16,9,12
bb8248b78690e295b4978f78009e4b94,telefonia,56.0,367.0,3.0,150,21,7,14
3931aaf38ba4cc928100541ff51b82ff,informatica_acessorios,45.0,554.0,3.0,400,16,4,16
8cf7e354e6d9f04a09f4d59bc77dcc8e,construcao_ferramentas_jardim,55.0,749.0,1.0,9500,56,30,28
1a986b4015f20a3c26d8573a46dcf65e,cool_stuff,46.0,269.0,1.0,300,34,5,27
2ae501b303a5a8e6f75c8c36f366b2d5,perfumaria,30.0,138.0,1.0,150,22,7,16
f28fd17099749b33b6e5081515b2e797,cama_mesa_banho,44.0,421.0,1.0,550,30,5,25
4732ecf5e4abee8f7ff4d1b8df0f7af5,automotivo,39.0,1571.0,3.0,1100,37,12,30
fe849745fcdc6e1d6864539a2b13197f,beleza_saude,46.0,841.0,1.0,300,19,12,13
6b82874c6b51b92913dcdb364eaaae0f,,,,,21450,70,34,50
7193329f650facb78de86a2e0b771e2f,beleza_saude,57.0,1668.0,1.0,850,18,10,14
28f71b48a5f99f0bcf4642ae10352557,relogios_presentes,42.0,431.0,2.0,500,17,22,17
afa6d9a2f3ba0d5b06ccd5eb4bd2e29a,esporte_lazer,54.0,675.0,1.0,750,26,23,23
12827caf723c4ff8030d64dcffe3cdab,beleza_saude,59.0,3939.0,6.0,150,28,13,12
53f92b0474f91fcb5bd188c6a8075c38,utilidades_domesticas,54.0,2952.0,3.0,30000,76,51,51
52a646aa308987e28c375b41081de428,sinalizacao_e_seguranca,53.0,512.0,1.0,325,17,17,17
5d2754abdc85429bc7a4c37d52fbea43,fashion_bolsas_e_acessorios,53.0,770.0,1.0,200,16,2,11
4723ab93377036eb7e0c15dfca8c8ce6,telefonia,50.0,561.0,3.0,200,19,3,12
29608c81e9f1be14503667ecd1d35c63,esporte_lazer,52.0,473.0,1.0,200,20,15,15
c68b419d9c6038271b85bac98adb0fc9,,,,,1000,16,14,30
e19c8e70d39de9646d64163a66051797,fashion_roupa_masculina,32.0,713.0,2.0,800,20,7,20
0c03a930e654a5f1ea08f95a5c67d076,beleza_saude,48.0,589.0,1.0,700,20,16,17
ba17dd83b93da33a4483ba301644f40a,relogios_presentes,60.0,394.0,6.0,250,16,2,11
1dce3fd38c13a3e74fe5000f33858442,automotivo,58.0,674.0,3.0,1800,22,10,18
4e80e5fbd1f7a5e67501d0e1573abf98,relogios_presentes,51.0,393.0,1.0,300,19,13,13
75747bce1abad71ec9edfb9ca6dd509c,livros_tecnicos,42.0,492.0,1.0,450,29,2,17
2b1e141d70cf9e03eae19784eb427c24,informatica_acessorios,57.0,761.0,1.0,400,16,21,15
d806210810eb8942d0ea5b17967bb1c4,cool_stuff,59.0,988.0,1.0,1635,23,30,17
6a23ae3187f1dac41b7210a8c7739d6b,moveis_decoracao,52.0,832.0,1.0,750,20,35,20
bcb8826a092a057aedd93bb71d67c24d,beleza_saude,54.0,340.0,1.0,500,24,20,24
f102842fbe436027eeeb7fc76d3063aa,consoles_games,59.0,434.0,3.0,350,20,20,20
05d26098907b7bd26c0f92feefd10eae,brinquedos,43.0,389.0,1.0,200,18,13,16
4d777d8c652076edf63299034cc4c599,cama_mesa_banho,60.0,166.0,3.0,950,26,15,19
265928225c1358e74bf8668ff65096f3,brinquedos,25.0,119.0,1.0,300,16,17,11
860dd3635c61aba2d7ddea90b7d471b2,beleza_saude,50.0,1083.0,2.0,452,20,11,18
ee2405458ecf90c4d6e1c55a9680de91,brinquedos,60.0,919.0,2.0,17650,45,50,45
45852eb1811c96c22787d9a3cb3875dc,cama_mesa_banho,56.0,393.0,2.0,1100,35,9,35
b4a595a550a377a81bf10d27821fab6d,utilidades_domesticas,58.0,235.0,5.0,5250,35,15,35
44d958961868395bfe852e70d48081f4,brinquedos,31.0,254.0,1.0,200,16,10,11
5b706747080dcd34b3ebd803c25ccd65,relogios_presentes,52.0,654.0,4.0,340,47,13,13
4a37bc772078a013df64fd661ae5ee6c,beleza_saude,57.0,677.0,1.0,750,16,16,16
120ed962437fbd2a403ab98f630d8e85,cama_mesa_banho,58.0,430.0,1.0,2650,33,10,33
eae50b5c9a18c296b7fa904cf04406a5,moveis_decoracao,58.0,477.0,1.0,300,35,10,25
6ba4f83d1c821bb17fe0a917881258d4,utilidades_domesticas,50.0,1123.0,1.0,13600,16,65,60
477e9dd0ec1da08376e3e29bf434add9,construcao_ferramentas_construcao,59.0,711.0,6.0,1250,30,10,20
6668e2c5a29f47a016858f28a3673e4a,cama_mesa_banho,50.0,627.0,2.0,3950,33,14,33
dfc767a34d7f9f8ee72a3e9b5ed55f89,informatica_acessorios,32.0,1095.0,2.0,400,38,2,29
2b27cb23faa03f71607fcdd1539387f3,malas_acessorios,59.0,857.0,7.0,1100,35,14,29
ecac3b74dce5ab6c6a7b9eda9216cfcc,beleza_saude,45.0,379.0,3.0,200,16,16,16
1b726b3b028ce5af355fc94c066520d7,eletrodomesticos,60.0,230.0,1.0,425,39,17,39
8aebbc3445bef4a356ae41d226a7b5da,utilidades_domesticas,43.0,1129.0,1.0,22050,55,40,60
a963ea4d494221de09b70f1b4a70edbd,informatica_acessorios,58.0,240.0,1.0,150,35,8,11
ae48f03d1836c1021bf0babdf8b63dbb,utilidades_domesticas,46.0,290.0,1.0,800,20,8,20
67085b88a68c08cfe73132310f0574f3,moveis_decoracao,57.0,209.0,11.0,800,40,8,35
c51dc74a8b5018e82e9e44ef4b647227,perfumaria,60.0,418.0,1.0,650,16,10,11
